*	~	         3	       167	235,03734	0,00037488	232		1,00
*	~	         4	       163	694,54310	3,31732e-16	237		1,00
*	~	         5	       162	724,13544	5,55914e-17	284		1,00
*	~	         6	       157	605,19168	7,3025e-14	334		1,00
*	~	         7	       156	625,52862	2,14301e-14	368		1,00
*	~	         8	       155	260,29503	8,15138e-05	367		1,00
*	~	        11	        37	160,10191	0,0347388	213		1,00
*	~	        35	       155	313,60113	3,23783e-06	398		1,00
*	~	        36	       151	411,22797	8,81907e-09	372		1,00
*	~	        41	        72	259,36645	8,59169e-05	226		1,00
*	~	        43	        71	459,68332	4,72875e-10	267		1,00
*	~	        49	       107	196,09812	0,0039357	236		1,00
*	~	        53	        55	202,99363	0,00258272	307		1,00
*	~	        70	       103	175,65533	0,0136906	273		1,00
*	~	        75	        99	276,92987	2,94818e-05	317		1,00
*	~	        77	        98	552,27539	1,76971e-12	384		1,00
*	~	        77	       111	157,95087	0,0399833	396		1,00
*	~	        78	        97	539,06533	3,96123e-12	305		1,00
*	~	        79	        96	445,01776	1,15553e-09	201		1,00
*	~	        80	        95	946,01387	8,45609e-23	260		1,00
*	~	       127	       150	363,27983	1,61688e-07	330		1,00
*	~	       129	       150	241,42051	0,000254861	281		1,00
*	~	       131	       149	716,29685	8,91988e-17	400		1,00
*	~	       133	       148	465,93379	3,27319e-10	333		1,00
*	~	       134	       147	401,09702	1,62838e-08	181		1,00
